id,valor_total_avaluo
2426,155777269.2744127
2444,237405416.75997522
2446,442784093.1537791
2449,99695788.88692857
2452,159736698.45952278
2453,221477429.51106355
2454,251428459.94416574
2457,135367833.66122022
2461,99352395.01063883
2468,636805652.3631065
2472,72360391.73400116
2474,60722944.0654378
2477,118387774.15807734
2484,346704142.01976824
2488,146366820.7550042
2492,56577127.00568102
2499,150766103.74759734
2505,125545266.79520439
2508,302354566.426663
2512,122681439.43353224
2515,76095441.37979044
2517,234499851.4494719
2533,168137680.44428736
2535,142169869.60673544
2537,137177224.85274482
2540,87090083.37848654
2541,189898577.8667455
2545,137442056.2864588
2547,295695605.60435295
2549,326639327.16998696
2556,231987731.50202987
2559,111508187.52767526
2560,172255766.08146593
2563,631813499.7631459
2565,122493119.44104265
2572,748210731.4221243
2574,174489341.70615208
2576,956303129.8688308
2579,115041907.26198478
2580,232816987.02518216
2581,813715228.4753302
2583,247415205.56494108
2591,155155569.93272126
2594,547630731.3249274
2595,83047081.15355285
2596,149546532.8085839
2598,125121334.738391
2603,378979348.02286464
2604,260302122.93666658
2605,430662369.00444347
2606,492434327.8809054
2607,138982594.79901275
2610,113312213.77867822
2611,111872745.1777099
2613,190989231.25449485
2616,146827533.90543345
2618,89982571.02853593
2627,150836422.50291198
2629,388390773.218465
2633,192302482.5391703
2634,225766072.17075166
2640,241438638.04090473
2648,161366274.20556825
2649,158166098.78906226
2650,204841407.71619245
2652,568365808.940364
2654,365404660.54287416
2655,307744140.0374391
2656,150063281.870441
2659,122134804.76426858
2661,134663882.57609135
2663,124033073.25003505
2664,205021670.5490075
2667,86845818.95726635
2672,121178319.8742642
2674,125424020.38997129
2677,123197666.44114473
2679,88863072.04658286
2684,276981815.91075283
2686,190489130.29857817
2688,501918518.82610697
2691,295716778.3826273
2692,836130294.9231962
2693,176761230.32713977
2694,204321346.58203232
2700,634662189.032827
2701,236327504.8532436
2706,71501118.06271327
2707,196633421.37066722
2710,235969328.3290449
2711,238068506.1581381
2712,125315355.00546484
2717,50620929.38264744
2718,204806387.94086066
2720,56662093.29005439
2725,260954238.31622198
2727,331476966.9528435
2728,111386543.74663492
2729,332403383.30827767
2733,109091891.98524985
2736,293727747.30934507
2738,480996346.11672896
2741,332787648.6846669
2742,435183314.5452283
2743,93357180.93747768
2753,242004932.23201126
2755,399466456.27884126
2757,311571062.931434
2759,59991730.9270825
2764,129222180.27186316
2766,130340339.61742735
2767,627879181.1318465
2768,131106198.59621829
2770,257050867.26801202
2772,582453462.0177876
2773,217311918.7037126
2774,442738497.89125955
2779,120816087.5863624
2780,73363592.16952284
2781,742885807.835554
2785,125230910.76560688
2787,459203829.2077583
2788,175206651.13149884
2789,132349925.37439984
2791,125642127.5935049
2793,64755597.50986364
2794,205015049.99241933
2796,158912768.37813032
2802,150574650.54639614
2823,175626130.09785977
2825,391265891.6289691
2826,131286316.87416719
2827,140743478.58881724
2835,175396010.8832302
2837,871219084.0747871
2844,286806678.54652244
2846,409886068.257434
2850,263339174.27837095
2852,249533835.74595818
2860,167521664.65405235
2861,207061661.73691875
2866,161159373.52271053
2867,80161940.27309167
2872,139425053.59520465
2877,198732128.9355994
2884,759585099.2156899
2885,493172288.92476803
2888,214279900.5567854
2891,215431393.57211652
2892,365070470.9938752
2897,187941852.06664813
2902,369411266.794629
2911,226519935.17652258
2913,133650361.91830428
2914,129030817.80438916
2915,438110913.92499524
2916,517918308.9609013
2917,136906991.0403489
2918,181315628.09815225
2920,121423952.39711627
2924,248404146.88419715
2930,87625450.0476348
2935,255343663.08925515
2942,181702814.41564652
2945,532222557.6699096
2949,150772416.18348488
2953,135908269.6725048
2956,74926236.75568879
2959,145456260.05805627
2960,168211565.78957474
2962,270106188.98449033
2964,58010392.92796904
2967,209947250.42293122
2971,474650691.6751765
2972,91960567.477556
2977,85460899.09739265
2985,219166614.1761927
2986,177551492.51758683
2987,895116596.583169
2990,332614016.8218274
2996,236994265.24840486
3000,122513555.29868913
3001,118278715.92115556
3003,405177463.1243565
3012,559361501.2698649
3015,540821011.1057532
3016,152245073.34593186
3039,125363242.5632386
3044,441854812.83934927
3045,99151488.25418502
3046,68605088.27730781
3050,128835964.45040858
3051,165478380.09711346
3053,393166738.4984753
3056,75318320.94864425
3058,250084998.51554686
3065,201223685.8874391
3067,123813206.38014553
3074,57775116.1180281
3076,166205897.70224023
3079,140979126.87292776
3082,743609186.5683641
3086,199045553.45711184
3093,233469537.23785913
3102,206845236.38447973
3107,198982194.21763942
3108,379214616.6906475
3110,213099092.64726132
3111,98268147.58412237
3115,317294593.61353326
3116,72330017.09586659
3117,112669174.9655979
3120,180080073.84830832
3122,239274155.0604502
3127,290433909.2819315
3129,86862102.99798456
3130,144574288.3519198
3134,156101148.68551996
3135,181357989.32758626
3136,207416252.19979218
3137,157748079.7269094
3139,131799959.23030469
3140,163884120.0893245
3143,499185686.2526673
3145,131722507.26860942
3146,265135844.1406855
3149,345590139.8223748
3150,114144289.3869193
3152,236737478.2801083
3161,323232933.66152984
3162,181372355.0170355
3167,624705001.8262364
3168,369652644.18240345
3172,266080935.25401786
3179,111945841.5605865
3181,98728675.55681872
3182,173640610.96871263
3183,266848152.04177043
3187,194031584.82288906
3192,426983152.9130061
3193,187051570.65282133
3201,193329007.99945855
3203,390264607.9086631
3206,157133019.20314014
3210,76773366.47338887
3211,106269167.4753839
3217,381463108.6356205
3218,108030988.22190145
3220,641667225.9381218
3222,283199365.2028423
3225,110966977.27149957
3243,721527991.3521724
3246,250071861.41588125
3247,124237367.1136066
3248,418247482.7998426
3252,159344616.1692846
3253,543255113.8698516
3254,320347822.8982275
3256,173904557.72889164
3257,154768900.5346799
3261,463253600.2743109
3263,268201572.84651113
3266,315256341.4023036
3268,174886370.17182893
3272,93422045.63993335
3274,121855833.49323827
3275,292749724.9502651
3279,209479088.74497718
3282,293756640.2254193
3286,225281688.3626683
3287,150091016.30904326
3292,184402929.5758299
3296,617596854.988425
3300,91057744.72428079
3301,327556590.43370295
3303,188574720.42857477
3315,217154664.81325242
3317,195583330.69388846
3321,495793435.44287753
3323,93832111.70278583
3326,169088572.83863032
3327,126618628.99193747
3329,219010563.76810914
3331,403232533.74694407
3333,415414543.97588676
3335,393015589.4978324
3340,262102253.77229926
3347,543682106.0225327
3349,110621683.4839182
3354,150262933.25101998
3355,478283155.41952693
3359,350985985.77723444
3363,130531521.51626274
3367,291005336.04277146
3370,183543856.9642254
3371,471958787.1806027
3375,189946365.64529365
3377,501944169.023238
3379,211883327.54486984
3380,317931062.54977274
3382,148425263.1709847
3383,57889281.40124034
3384,156375055.57949984
3385,228420541.5034232
3387,221090926.1747651
3388,201888288.82389554
3392,99771483.84561056
3393,381855766.0198295
3394,210373818.44275454
3396,96423009.5207514
3397,262596919.822335
3401,115805551.40974398
3403,169709167.02653798
3405,717989048.9488661
3411,221330981.9280299
3412,256584708.15641546
3413,172308721.47034958
3415,154255089.1014804
3426,112792786.32427926
3427,211022879.83663595
3429,201852654.35474586
3431,462556652.7726585
3432,169676004.85407338
3441,139916158.90545988
3442,157491340.57898167
3450,313757273.7178539
3456,447554894.551672
3458,239507038.2204905
3464,173574513.49393645
3473,114444341.74655616
3477,174957921.72163877
3480,193431263.21615943
3481,107975626.30983165
3482,404898243.16499925
3485,195650885.18636635
3486,245953885.49683413
3487,193298192.492921
3488,166758495.80280253
3490,283915420.745108
3491,328519516.68026257
3496,225615279.17252958
3499,534015482.0845625
3505,316386080.52552783
3509,115578735.80769888
3511,108837158.42468531
3514,853903395.1850121
3518,101952234.33380052
3519,231743662.86980036
3522,445540507.8103058
3523,149990146.25632498
3526,549733327.3316671
3527,542307877.4172109
3528,948252877.0739816
3529,394942585.32698214
3532,159703375.60700637
3537,176436388.70757854
3540,128337550.25902167
3543,744365704.6586912
3544,102806670.5082506
3546,98982217.97556576
3547,279688997.27986616
3549,114066754.94291097
3553,109984865.66506654
3556,281550451.42612904
3564,175124276.25979692
3570,320341407.33371454
3572,259824891.66761354
3577,186171219.7420784
3586,514761084.44879067
3596,215849908.6934138
3600,120436784.5728516
3601,231750786.0393714
3604,171800441.61780623
3607,101733622.10139194
3621,337020287.4086855
3623,96415875.23854621
3626,152691099.33481443
3628,160668660.33737722
3631,279476911.3556824
3635,650698211.4728777
3636,152534775.46441412
3637,231939531.5378623
3644,159328920.22350153
3647,83638693.58053924
3648,122841062.90888679
3652,400995020.84062684
3654,205660297.88678834
3658,159175527.42947486
3661,166640309.5758509
3663,133199122.18357153
3664,562101672.1412908
3671,316331488.0797765
3679,641586867.714388
3681,308306284.282015
3685,188261801.8745808
3686,271511657.79415435
3689,162342424.76296878
3692,89638362.04247598
3696,102543171.93332407
3702,199895477.42967615
3704,109037853.9253211
3706,1024059906.8489513
3707,371601244.827015
3710,240233907.5717183
3713,95208513.15474549
3715,366218739.45408905
3717,238913101.37183353
3720,136734294.41906872
3721,171709416.18132117
3722,155805592.83813
3724,149557352.82015
3729,373208498.6925332
3731,244091994.74183497
3732,422285732.6728351
3735,184639537.05951875
3737,1964580032.8549287
3739,142497405.21528634
3746,119528027.30452782
3755,401629134.0122207
3762,290692149.068989
3763,160038464.37832272
3767,102262468.38882773
3769,29548966.54644073
3771,243222486.59660038
3773,231015292.8593216
3776,120854806.85260536
3779,163530619.6485863
3780,355307308.6280142
3781,308944764.7177446
3782,222732023.24509528
3783,150372592.4854523
3784,295742219.1267289
3787,204867532.35229492
3793,324513547.0141216
3797,254380508.12552807
3798,193219098.70498127
3799,235435652.5904968
3800,214890770.5319428
3802,179431107.0449264
3806,132966625.97215053
3807,93761519.27618332
3808,139543589.27803218
3811,176020965.22297445
3814,105122483.3069353
3816,466715663.67730695
3817,229324141.6865432
3820,182545319.77996132
3822,377733657.562424
3825,119157468.39108275
3826,117973684.01532252
3839,671260077.476528
3842,158519816.10456726
3843,234136706.64246118
3844,120273590.20396802
3850,191229750.1402168
3851,166481726.18840602
3855,218007795.65934443
3856,777911821.7238553
3865,160522416.66027248
3869,198624861.76533255
3871,306373841.8979884
3875,431442142.3154359
3876,740044545.8461126
3878,98270844.54681997
3882,433415402.3036579
3887,125588042.69964403
3889,146181177.47234538
3902,215171989.86039174
3903,150146987.97000784
3906,214239089.4860636
3909,316112583.4237548
3914,195839475.77992538
3918,111448997.37010208
3921,495914094.57529277
3926,162817200.12215397
3930,172992661.18941534
3932,199827420.8680224
3937,269384413.03505665
3945,128027987.49342547
3946,292839989.7125451
3951,163943062.73298785
3954,135294243.6893333
3957,155140737.74776468
3959,150213103.16268027
3960,132388005.79629494
3962,118308446.7348408
3967,229159561.33898753
3969,151966487.54490706
3971,267294231.95598716
3976,198630744.342864
3980,196555392.84842664
3981,141380698.4100847
3984,297987203.7341237
3989,258722406.61531326
3991,235330111.89647514
3994,181767340.49447584
3995,202998105.0494025
3999,107079503.55020368
4002,93956396.04558574
4014,86448520.85814455
4017,124873291.98302843
4021,332169883.7499175
4022,235790141.88635635
4039,147912216.276629
4041,123720960.48380369
4042,116409443.78327279
4043,114152927.79970746
4045,122754050.45972942
4047,520325942.41419727
4050,314115037.55084616
4051,240416482.89576027
4053,324714487.7159593
4056,407096384.0225967
4057,184165403.86477137
4058,263168844.04424542
4065,200726779.65391892
4068,802680516.7265693
4069,64755597.50986364
4071,86150297.64982024
4073,196068960.331941
4075,251623929.90221658
4080,245790935.20460597
4081,389206498.90975696
4083,745683971.2092756
4085,379617214.41563475
4086,270073595.31852174
4088,329287274.4674104
4097,79266533.77456388
4099,298348528.35253793
4100,163878446.80506468
4107,91431903.34706779
4111,289050231.158305
4113,744031170.0238854
4114,704975487.4786763
4115,314886907.4032645
4116,223745581.04724064
4118,75564283.41352724
4119,89754246.77596912
4134,111510327.57229857
4136,83855022.86531553
4142,90869155.68941005
4144,395570766.91714203
4153,281331647.1179384
4154,150742478.87861675
4158,200422283.27545756
4161,439225532.8984293
4164,113885531.93252246
4165,195353462.03764436
4169,140890144.33868715
4171,164908284.6899199
4174,172141150.94122562
4177,247678974.6711464
4180,275666867.71303874
4185,209117939.99212053
4186,107741782.73997141
4188,93287225.7880956
4189,126323225.12476578
4191,107093509.90321131
4193,144032925.0005559
4195,95978335.57714581
4202,882588654.2352514
4209,315395290.46250415
4212,447656452.85468453
4215,139074259.11527362
4216,171742616.5030081
4218,338075543.85479045
4228,103249480.94834667
4229,77464754.08120394
4231,119195803.94080728
4234,186047232.68686667
4238,269009277.20444477
4241,205221287.83835557
4245,95790653.77928883
4250,264981666.24086604
4251,430545601.363209
4254,386888039.0892016
4256,205934179.85951942
4259,98570869.30810279
4269,568764318.237285
4270,156138124.60996258
4288,177231429.3283861
4292,307849267.16056246
4294,286109658.5051459
4297,123698705.55179058
4299,93857458.51897845
4307,350423351.93105733
4309,101314952.42256652
4317,313223296.36282086
4318,108831853.90876476
4321,482686576.7950204
4322,98694376.91746782
4327,247156009.9756964
4328,134046289.49838068
4334,132553440.93375793
4335,198733105.37943947
4347,181334631.8268653
4348,282400605.070865
4349,62864688.86382952
4350,61525190.60494121
4354,192261769.04403067
4356,199874966.40142053
4360,715301240.0920196
4362,128295469.84565929
4366,274432902.0543526
4368,150083316.1120224
4370,276325781.2877767
4376,90302548.53336702
4378,167026418.4429875
4382,272060406.73975253
4391,352299645.51394635
4393,166709873.1584386
4395,121088273.20327242
4399,121766127.73419048
4401,620809181.7811922
4413,239441512.55858487
4418,79021065.69808215
4420,71875502.17878303
4424,117542181.07870872
4433,181890443.27682912
4435,414293288.5725172
4440,532516779.13676834
4442,773070164.1609467
4444,485338284.49739224
4446,87998433.23129004
4447,342286908.5361514
4450,186552108.00065467
4455,219187509.9711024
4465,233507062.19790888
4467,148440565.37927747
4468,452231256.9159755
4469,134157476.58557825
4476,86608409.4170669
4478,258936074.52042258
4481,190061333.99046513
4482,391356868.75181115
4491,73550712.85304715
4494,797404464.5667787
4495,222679183.77392268
4496,217182055.7738781
4503,279788782.13084114
4506,95938601.79624823
4508,417299921.44774663
4509,136843618.88955477
4515,227034054.06047687
4518,697109070.6622347
4519,324999829.83028406
4522,671201374.880822
4526,229456437.84240615
4529,260200419.61382023
4530,142723197.30556872
4533,97408133.22595939
4534,875864276.6721815
4536,150747247.14808595
4537,177531455.62424976
